source_country,destination_country,source_airport,destination_airport,source_lat,source_lon,destination_lat,destination_lon,num_direct_flights,num_connecting_flights,distance_km
United States,South Korea,Detroit Metropolitan Wayne County Airport,Incheon International Airport,42.21239853,-83.35340118,37.46910095,126.4509964,1,0,10654.44267
South Korea,United States,Incheon International Airport,Detroit Metropolitan Wayne County Airport,37.46910095,126.4509964,42.21239853,-83.35340118,1,0,10654.44267
United States,China,Detroit Metropolitan Wayne County Airport,Beijing Capital International Airport,42.21239853,-83.35340118,40.08010101,116.5849991,3,0,10646.65188
China,United States,Beijing Capital International Airport,Detroit Metropolitan Wayne County Airport,40.08010101,116.5849991,42.21239853,-83.35340118,3,0,10646.65188
China,Mexico,Shanghai Pudong International Airport,General Abelardo L. Rodríguez International Airport,31.14340019,121.8050003,32.54109955,-116.9700012,1,0,10619.05002
Mexico,China,General Abelardo L. Rodríguez International Airport,Shanghai Pudong International Airport,32.54109955,-116.9700012,31.14340019,121.8050003,1,0,10619.05002
Canada,South Korea,Lester B. Pearson International Airport,Incheon International Airport,43.67720032,-79.63059998,37.46910095,126.4509964,1,0,10616.63659
South Korea,Canada,Incheon International Airport,Lester B. Pearson International Airport,37.46910095,126.4509964,43.67720032,-79.63059998,1,0,10616.63659
United Kingdom,Malaysia,London Heathrow Airport,Kuala Lumpur International Airport,51.4706,-0.461941,2.745579958,101.7099991,2,0,10605.48677
Malaysia,United Kingdom,Kuala Lumpur International Airport,London Heathrow Airport,2.745579958,101.7099991,51.4706,-0.461941,2,0,10605.48677
Saudi Arabia,United States,King Abdulaziz International Airport,Washington Dulles International Airport,21.6796,39.156502,38.94449997,-77.45580292,1,0,10591.62263
United States,Saudi Arabia,Washington Dulles International Airport,King Abdulaziz International Airport,38.94449997,-77.45580292,21.6796,39.156502,1,0,10591.62263
United States,China,Chicago O'Hare International Airport,Beijing Capital International Airport,41.9786,-87.9048,40.08010101,116.5849991,5,0,10562.43248
China,United States,Beijing Capital International Airport,Chicago O'Hare International Airport,40.08010101,116.5849991,41.9786,-87.9048,5,0,10562.43248
Canada,China,Lester B. Pearson International Airport,Beijing Capital International Airport,43.67720032,-79.63059998,40.08010101,116.5849991,3,0,10560.76503
China,Canada,Beijing Capital International Airport,Lester B. Pearson International Airport,40.08010101,116.5849991,43.67720032,-79.63059998,3,0,10560.76503
Kuwait,United States,Kuwait International Airport,Washington Dulles International Airport,29.22660065,47.96889877,38.94449997,-77.45580292,1,0,10559.41686
United States,Kuwait,Washington Dulles International Airport,Kuwait International Airport,38.94449997,-77.45580292,29.22660065,47.96889877,1,0,10559.41686
Philippines,Canada,Ninoy Aquino International Airport,Vancouver International Airport,14.5086,121.019997,49.19390106,-123.1839981,1,0,10554.11306
Canada,Philippines,Vancouver International Airport,Ninoy Aquino International Airport,49.19390106,-123.1839981,14.5086,121.019997,1,0,10554.11306
Turkey,Brazil,Atatürk International Airport,Guarulhos - Governador André Franco Montoro International Airport,40.976898,28.8146,-23.43555641,-46.47305679,1,0,10548.99017
Brazil,Turkey,Guarulhos - Governador André Franco Montoro International Airport,Atatürk International Airport,-23.43555641,-46.47305679,40.976898,28.8146,1,0,10548.99017
United States,Japan,Detroit Metropolitan Wayne County Airport,Chubu Centrair International Airport,42.21239853,-83.35340118,34.85839844,136.8049927,1,0,10520.81224
Japan,United States,Chubu Centrair International Airport,Detroit Metropolitan Wayne County Airport,34.85839844,136.8049927,42.21239853,-83.35340118,1,0,10520.81224
Peru,Netherlands,Jorge Chávez International Airport,Amsterdam Airport Schiphol,-12.0219,-77.114305,52.308601,4.76389,2,0,10519.91277
Netherlands,Peru,Amsterdam Airport Schiphol,Jorge Chávez International Airport,52.308601,4.76389,-12.0219,-77.114305,2,0,10519.91277
United States,South Korea,Chicago O'Hare International Airport,Incheon International Airport,41.9786,-87.9048,37.46910095,126.4509964,3,0,10519.07051
South Korea,United States,Incheon International Airport,Chicago O'Hare International Airport,37.46910095,126.4509964,41.9786,-87.9048,3,0,10519.07051
Singapore,Netherlands,Singapore Changi Airport,Amsterdam Airport Schiphol,1.35019,103.994003,52.308601,4.76389,3,0,10513.91347
Netherlands,Singapore,Amsterdam Airport Schiphol,Singapore Changi Airport,52.308601,4.76389,1.35019,103.994003,2,0,10513.91347
United States,New Zealand,San Francisco International Airport,Auckland International Airport,37.61899948,-122.375,-37.0080986,174.7920074,3,0,10508.95644
New Zealand,United States,Auckland International Airport,San Francisco International Airport,-37.0080986,174.7920074,37.61899948,-122.375,2,0,10508.95644
United States,New Zealand,Los Angeles International Airport,Auckland International Airport,33.94250107,-118.4079971,-37.0080986,174.7920074,3,0,10486.55671
New Zealand,United States,Auckland International Airport,Los Angeles International Airport,-37.0080986,174.7920074,33.94250107,-118.4079971,2,0,10486.55671
Argentina,Spain,Ministro Pistarini International Airport,Barcelona International Airport,-34.8222,-58.5358,41.2971,2.07846,1,0,10480.85664
Spain,Argentina,Barcelona International Airport,Ministro Pistarini International Airport,41.2971,2.07846,-34.8222,-58.5358,1,0,10480.85664
Saudi Arabia,United States,King Khaled International Airport,John F Kennedy International Airport,24.95759964,46.69879913,40.63980103,-73.77890015,1,0,10480.19998
United States,Saudi Arabia,John F Kennedy International Airport,King Khaled International Airport,40.63980103,-73.77890015,24.95759964,46.69879913,1,0,10480.19998
United States,Nigeria,George Bush Intercontinental Houston Airport,Murtala Muhammed International Airport,29.9843998,-95.34140015,6.577370167,3.321160078,1,0,10468.90592
Nigeria,United States,Murtala Muhammed International Airport,George Bush Intercontinental Houston Airport,6.577370167,3.321160078,29.9843998,-95.34140015,1,0,10468.90592
Saudi Arabia,Canada,King Abdulaziz International Airport,Lester B. Pearson International Airport,21.6796,39.156502,43.67720032,-79.63059998,1,0,10444.48503
Canada,Saudi Arabia,Lester B. Pearson International Airport,King Abdulaziz International Airport,43.67720032,-79.63059998,21.6796,39.156502,1,0,10444.48503
Malaysia,France,Kuala Lumpur International Airport,Charles de Gaulle International Airport,2.745579958,101.7099991,49.012798,2.55,3,0,10441.9631
France,Malaysia,Charles de Gaulle International Airport,Kuala Lumpur International Airport,49.012798,2.55,2.745579958,101.7099991,3,0,10441.9631
India,Australia,Indira Gandhi International Airport,Sydney Kingsford Smith International Airport,28.5665,77.103104,-33.94609833,151.177002,1,0,10435.37192
Australia,India,Sydney Kingsford Smith International Airport,Indira Gandhi International Airport,-33.94609833,151.177002,28.5665,77.103104,1,0,10435.37192
China,United States,Shanghai Pudong International Airport,Los Angeles International Airport,31.14340019,121.8050003,33.94250107,-118.4079971,6,0,10415.27359
United States,China,Los Angeles International Airport,Shanghai Pudong International Airport,33.94250107,-118.4079971,31.14340019,121.8050003,7,0,10415.27359
Qatar,Canada,Hamad International Airport,Montreal / Pierre Elliott Trudeau International Airport,25.273056,51.608056,45.47060013,-73.74079895,1,0,10406.20846
Canada,Qatar,Montreal / Pierre Elliott Trudeau International Airport,Hamad International Airport,45.47060013,-73.74079895,25.273056,51.608056,1,0,10406.20846
Taiwan,United States,Taiwan Taoyuan International Airport,San Francisco International Airport,25.0777,121.233002,37.61899948,-122.375,5,0,10391.18855
United States,Taiwan,San Francisco International Airport,Taiwan Taoyuan International Airport,37.61899948,-122.375,25.0777,121.233002,5,0,10391.18855
United States,Japan,Dallas Fort Worth International Airport,Narita International Airport,32.896801,-97.038002,35.76470184,140.3860016,4,0,10322.37024
Japan,United States,Narita International Airport,Dallas Fort Worth International Airport,35.76470184,140.3860016,32.896801,-97.038002,4,0,10322.37024
Singapore,Italy,Singapore Changi Airport,Malpensa International Airport,1.35019,103.994003,45.6306,8.72811,1,0,10309.11107
Italy,Singapore,Malpensa International Airport,Singapore Changi Airport,45.6306,8.72811,1.35019,103.994003,1,0,10309.11107
Singapore,Switzerland,Singapore Changi Airport,Zürich Airport,1.35019,103.994003,47.464699,8.54917,3,0,10305.60782
Switzerland,Singapore,Zürich Airport,Singapore Changi Airport,47.464699,8.54917,1.35019,103.994003,3,0,10305.60782
Canada,Japan,Lester B. Pearson International Airport,Narita International Airport,43.67720032,-79.63059998,35.76470184,140.3860016,2,0,10299.59623
Japan,Canada,Narita International Airport,Lester B. Pearson International Airport,35.76470184,140.3860016,43.67720032,-79.63059998,2,0,10299.59623
Singapore,Germany,Singapore Changi Airport,Frankfurt am Main Airport,1.35019,103.994003,50.033333,8.570556,3,0,10279.25569
Germany,Singapore,Frankfurt am Main Airport,Singapore Changi Airport,50.033333,8.570556,1.35019,103.994003,3,0,10279.25569
Peru,France,Jorge Chávez International Airport,Charles de Gaulle International Airport,-12.0219,-77.114305,49.012798,2.55,2,0,10276.03198
France,Peru,Charles de Gaulle International Airport,Jorge Chávez International Airport,49.012798,2.55,-12.0219,-77.114305,2,0,10276.03198
United States,Japan,Detroit Metropolitan Wayne County Airport,Narita International Airport,42.21239853,-83.35340118,35.76470184,140.3860016,1,0,10272.16476
Japan,United States,Narita International Airport,Detroit Metropolitan Wayne County Airport,35.76470184,140.3860016,42.21239853,-83.35340118,1,0,10272.16476
Hong Kong,Canada,Hong Kong International Airport,Vancouver International Airport,22.308901,113.915001,49.19390106,-123.1839981,2,0,10269.31419
Canada,Hong Kong,Vancouver International Airport,Hong Kong International Airport,49.19390106,-123.1839981,22.308901,113.915001,2,0,10269.31419
Turkey,United States,Atatürk International Airport,George Bush Intercontinental Houston Airport,40.976898,28.8146,29.9843998,-95.34140015,2,0,10258.78346
United States,Turkey,George Bush Intercontinental Houston Airport,Atatürk International Airport,29.9843998,-95.34140015,40.976898,28.8146,2,0,10258.78346
Malaysia,Netherlands,Kuala Lumpur International Airport,Amsterdam Airport Schiphol,2.745579958,101.7099991,52.308601,4.76389,3,0,10236.63895
Netherlands,Malaysia,Amsterdam Airport Schiphol,Kuala Lumpur International Airport,52.308601,4.76389,2.745579958,101.7099991,3,0,10236.63895
Saudi Arabia,United States,King Abdulaziz International Airport,John F Kennedy International Airport,21.6796,39.156502,40.63980103,-73.77890015,1,0,10225.39972
United States,Saudi Arabia,John F Kennedy International Airport,King Abdulaziz International Airport,40.63980103,-73.77890015,21.6796,39.156502,1,0,10225.39972
United States,Italy,Los Angeles International Airport,Leonardo da Vinci–Fiumicino Airport,33.94250107,-118.4079971,41.8002778,12.2388889,2,0,10203.05762
Italy,United States,Leonardo da Vinci–Fiumicino Airport,Los Angeles International Airport,41.8002778,12.2388889,33.94250107,-118.4079971,2,0,10203.05762
China,Canada,Guangzhou Baiyun International Airport,Vancouver International Airport,23.39240074,113.2990036,49.19390106,-123.1839981,1,0,10203.0007
Canada,China,Vancouver International Airport,Guangzhou Baiyun International Airport,49.19390106,-123.1839981,23.39240074,113.2990036,1,0,10203.0007
Kuwait,United States,Kuwait International Airport,John F Kennedy International Airport,29.22660065,47.96889877,40.63980103,-73.77890015,1,0,10201.50046
United States,Kuwait,John F Kennedy International Airport,Kuwait International Airport,40.63980103,-73.77890015,29.22660065,47.96889877,1,0,10201.50046
Thailand,Spain,Suvarnabhumi Airport,Adolfo Suárez Madrid–Barajas Airport,13.68109989,100.7470016,40.471926,-3.56264,1,0,10193.40956
Spain,Thailand,Adolfo Suárez Madrid–Barajas Airport,Suvarnabhumi Airport,40.471926,-3.56264,13.68109989,100.7470016,1,0,10193.40956
India,Australia,Indira Gandhi International Airport,Melbourne International Airport,28.5665,77.103104,-37.673302,144.843002,1,0,10191.75988
Australia,India,Melbourne International Airport,Indira Gandhi International Airport,-37.673302,144.843002,28.5665,77.103104,1,0,10191.75988
Vietnam,France,Tan Son Nhat International Airport,Charles de Gaulle International Airport,10.81879997,106.6520004,49.012798,2.55,3,0,10104.87881
France,Vietnam,Charles de Gaulle International Airport,Tan Son Nhat International Airport,49.012798,2.55,10.81879997,106.6520004,3,0,10104.87881
Argentina,Spain,Ministro Pistarini International Airport,Adolfo Suárez Madrid–Barajas Airport,-34.8222,-58.5358,40.471926,-3.56264,3,0,10085.3014
Spain,Argentina,Adolfo Suárez Madrid–Barajas Airport,Ministro Pistarini International Airport,40.471926,-3.56264,-34.8222,-58.5358,3,0,10085.3014
United States,Japan,Chicago O'Hare International Airport,Narita International Airport,41.9786,-87.9048,35.76470184,140.3860016,6,0,10073.98379
Japan,United States,Narita International Airport,Chicago O'Hare International Airport,35.76470184,140.3860016,41.9786,-87.9048,6,0,10073.98379
Singapore,Germany,Singapore Changi Airport,Munich Airport,1.35019,103.994003,48.353802,11.7861,4,0,10058.42586
Germany,Singapore,Munich Airport,Singapore Changi Airport,48.353802,11.7861,1.35019,103.994003,4,0,10058.42586
Kenya,South Korea,Jomo Kenyatta International Airport,Incheon International Airport,-1.319239974,36.92779922,37.46910095,126.4509964,2,0,10054.70627
South Korea,Kenya,Incheon International Airport,Jomo Kenyatta International Airport,37.46910095,126.4509964,-1.319239974,36.92779922,2,0,10054.70627
Singapore,Italy,Singapore Changi Airport,Leonardo da Vinci–Fiumicino Airport,1.35019,103.994003,41.8002778,12.2388889,1,0,10052.90629
Italy,Singapore,Leonardo da Vinci–Fiumicino Airport,Singapore Changi Airport,41.8002778,12.2388889,1.35019,103.994003,1,0,10052.90629
China,United States,Beijing Capital International Airport,Los Angeles International Airport,40.08010101,116.5849991,33.94250107,-118.4079971,3,0,10037.12893
United States,China,Los Angeles International Airport,Beijing Capital International Airport,33.94250107,-118.4079971,40.08010101,116.5849991,3,0,10037.12893
Jordan,United States,Queen Alia International Airport,Chicago O'Hare International Airport,31.72260094,35.99319839,41.9786,-87.9048,3,0,10013.75708
United States,Jordan,Chicago O'Hare International Airport,Queen Alia International Airport,41.9786,-87.9048,31.72260094,35.99319839,3,0,10013.75708
Russia,Mexico,Vnukovo International Airport,Cancún International Airport,55.59149933,37.26150131,21.03650093,-86.87709808,1,0,10006.49636
Mexico,Russia,Cancún International Airport,Vnukovo International Airport,21.03650093,-86.87709808,55.59149933,37.26150131,1,0,10006.49636
Malaysia,Germany,Kuala Lumpur International Airport,Frankfurt am Main Airport,2.745579958,101.7099991,50.033333,8.570556,3,0,9997.515345
Germany,Malaysia,Frankfurt am Main Airport,Kuala Lumpur International Airport,50.033333,8.570556,2.745579958,101.7099991,3,0,9997.515345
Singapore,Denmark,Singapore Changi Airport,Copenhagen Kastrup Airport,1.35019,103.994003,55.61790085,12.65600014,2,0,9967.636271
Denmark,Singapore,Copenhagen Kastrup Airport,Singapore Changi Airport,55.61790085,12.65600014,1.35019,103.994003,2,0,9967.636271
South Korea,Spain,Incheon International Airport,Adolfo Suárez Madrid–Barajas Airport,37.46910095,126.4509964,40.471926,-3.56264,1,0,9965.197318
Spain,South Korea,Adolfo Suárez Madrid–Barajas Airport,Incheon International Airport,40.471926,-3.56264,37.46910095,126.4509964,1,0,9965.197318
Uruguay,Spain,Carrasco International /General C L Berisso Airport,Adolfo Suárez Madrid–Barajas Airport,-34.838402,-56.0308,40.471926,-3.56264,1,0,9946.517919
Spain,Uruguay,Adolfo Suárez Madrid–Barajas Airport,Carrasco International /General C L Berisso Airport,40.471926,-3.56264,-34.838402,-56.0308,1,0,9946.517919
Brazil,United States,Guarulhos - Governador André Franco Montoro International Airport,Los Angeles International Airport,-23.43555641,-46.47305679,33.94250107,-118.4079971,3,0,9918.57289
United States,Brazil,Los Angeles International Airport,Guarulhos - Governador André Franco Montoro International Airport,33.94250107,-118.4079971,-23.43555641,-46.47305679,3,0,9918.57289
Japan,Italy,Narita International Airport,Leonardo da Vinci–Fiumicino Airport,35.76470184,140.3860016,41.8002778,12.2388889,1,0,9906.053105
Italy,Japan,Leonardo da Vinci–Fiumicino Airport,Narita International Airport,41.8002778,12.2388889,35.76470184,140.3860016,1,0,9906.053105
China,United States,Shanghai Pudong International Airport,San Francisco International Airport,31.14340019,121.8050003,37.61899948,-122.375,4,0,9877.417019
United States,China,San Francisco International Airport,Shanghai Pudong International Airport,37.61899948,-122.375,31.14340019,121.8050003,4,0,9877.417019
Brazil,Germany,Guarulhos - Governador André Franco Montoro International Airport,Munich Airport,-23.43555641,-46.47305679,48.353802,11.7861,2,0,9857.453696
Germany,Brazil,Munich Airport,Guarulhos - Governador André Franco Montoro International Airport,48.353802,11.7861,-23.43555641,-46.47305679,2,0,9857.453696
Mexico,Germany,Licenciado Benito Juarez International Airport,Munich Airport,19.4363,-99.072098,48.353802,11.7861,1,0,9844.859828
Germany,Mexico,Munich Airport,Licenciado Benito Juarez International Airport,48.353802,11.7861,19.4363,-99.072098,1,0,9844.859828
Ecuador,Netherlands,José Joaquín de Olmedo International Airport,Amsterdam Airport Schiphol,-2.15741992,-79.88359833,52.308601,4.76389,2,0,9834.202533
Brazil,Germany,Guarulhos - Governador André Franco Montoro International Airport,Frankfurt am Main Airport,-23.43555641,-46.47305679,50.033333,8.570556,2,0,9798.192799
Germany,Brazil,Frankfurt am Main Airport,Guarulhos - Governador André Franco Montoro International Airport,50.033333,8.570556,-23.43555641,-46.47305679,2,0,9798.192799
Russia,United States,Vnukovo International Airport,Los Angeles International Airport,55.59149933,37.26150131,33.94250107,-118.4079971,1,0,9794.052508
United States,Russia,Los Angeles International Airport,Vnukovo International Airport,33.94250107,-118.4079971,55.59149933,37.26150131,1,0,9794.052508
Taiwan,France,Taiwan Taoyuan International Airport,Charles de Gaulle International Airport,25.0777,121.233002,49.012798,2.55,1,0,9785.689389
France,Taiwan,Charles de Gaulle International Airport,Taiwan Taoyuan International Airport,49.012798,2.55,25.0777,121.233002,1,0,9785.689389
United Kingdom,Mauritius,London Heathrow Airport,Sir Seewoosagur Ramgoolam International Airport,51.4706,-0.461941,-20.430201,57.683601,1,0,9784.495163
Mauritius,United Kingdom,Sir Seewoosagur Ramgoolam International Airport,London Heathrow Airport,-20.430201,57.683601,51.4706,-0.461941,1,0,9784.495163
Brazil,Netherlands,Guarulhos - Governador André Franco Montoro International Airport,Amsterdam Airport Schiphol,-23.43555641,-46.47305679,52.308601,4.76389,1,0,9774.916161
Netherlands,Brazil,Amsterdam Airport Schiphol,Guarulhos - Governador André Franco Montoro International Airport,52.308601,4.76389,-23.43555641,-46.47305679,1,0,9774.916161
Russia,United States,Sheremetyevo International Airport,Los Angeles International Airport,55.972599,37.4146,33.94250107,-118.4079971,2,0,9757.480782
United States,Russia,Los Angeles International Airport,Sheremetyevo International Airport,33.94250107,-118.4079971,55.972599,37.4146,2,0,9757.480782
Taiwan,United States,Taiwan Taoyuan International Airport,Seattle Tacoma International Airport,25.0777,121.233002,47.449001,-122.308998,2,0,9756.818788
United States,Taiwan,Seattle Tacoma International Airport,Taiwan Taoyuan International Airport,47.449001,-122.308998,25.0777,121.233002,2,0,9756.818788
Japan,Italy,Narita International Airport,Malpensa International Airport,35.76470184,140.3860016,45.6306,8.72811,1,0,9748.503592
Italy,Japan,Malpensa International Airport,Narita International Airport,45.6306,8.72811,35.76470184,140.3860016,1,0,9748.503592
United Kingdom,Mauritius,London Gatwick Airport,Sir Seewoosagur Ramgoolam International Airport,51.148102,-0.190278,-20.430201,57.683601,3,0,9747.740118
Mauritius,United Kingdom,Sir Seewoosagur Ramgoolam International Airport,London Gatwick Airport,-20.430201,57.683601,51.148102,-0.190278,2,0,9747.740118
Japan,Italy,Kansai International Airport,Leonardo da Vinci–Fiumicino Airport,34.4272995,135.2440033,41.8002778,12.2388889,1,0,9740.591
Italy,Japan,Leonardo da Vinci–Fiumicino Airport,Kansai International Airport,41.8002778,12.2388889,34.4272995,135.2440033,1,0,9740.591
Japan,France,Narita International Airport,Charles de Gaulle International Airport,35.76470184,140.3860016,49.012798,2.55,3,0,9709.928911
France,Japan,Charles de Gaulle International Airport,Narita International Airport,49.012798,2.55,35.76470184,140.3860016,3,0,9709.928911
Japan,France,Tokyo Haneda International Airport,Charles de Gaulle International Airport,35.552299,139.779999,49.012798,2.55,3,0,9706.827296
France,Japan,Charles de Gaulle International Airport,Tokyo Haneda International Airport,49.012798,2.55,35.552299,139.779999,3,0,9706.827296
South Africa,Netherlands,Cape Town International Airport,Amsterdam Airport Schiphol,-33.96480179,18.60169983,52.308601,4.76389,2,0,9687.086601
Netherlands,South Africa,Amsterdam Airport Schiphol,Cape Town International Airport,52.308601,4.76389,-33.96480179,18.60169983,2,0,9687.086601
United Kingdom,South Africa,London Heathrow Airport,Cape Town International Airport,51.4706,-0.461941,-33.96480179,18.60169983,2,0,9680.89359
South Africa,United Kingdom,Cape Town International Airport,London Heathrow Airport,-33.96480179,18.60169983,51.4706,-0.461941,3,0,9680.89359
United States,South Korea,McCarran International Airport,Incheon International Airport,36.08010101,-115.1520004,37.46910095,126.4509964,2,0,9668.459
South Korea,United States,Incheon International Airport,McCarran International Airport,37.46910095,126.4509964,36.08010101,-115.1520004,2,0,9668.459
South Korea,New Zealand,Incheon International Airport,Auckland International Airport,37.46910095,126.4509964,-37.0080986,174.7920074,1,0,9656.273888
New Zealand,South Korea,Auckland International Airport,Incheon International Airport,-37.0080986,174.7920074,37.46910095,126.4509964,1,0,9656.273888
Vietnam,Germany,Tan Son Nhat International Airport,Frankfurt am Main Airport,10.81879997,106.6520004,50.033333,8.570556,2,0,9655.916909
Germany,Vietnam,Frankfurt am Main Airport,Tan Son Nhat International Airport,50.033333,8.570556,10.81879997,106.6520004,2,0,9655.916909
Chile,New Zealand,Comodoro Arturo Merino Benítez International Airport,Auckland International Airport,-33.39300156,-70.78579712,-37.0080986,174.7920074,2,0,9652.958134
New Zealand,Chile,Auckland International Airport,Comodoro Arturo Merino Benítez International Airport,-37.0080986,174.7920074,-33.39300156,-70.78579712,2,0,9652.958134
United Kingdom,Hong Kong,London Heathrow Airport,Hong Kong International Airport,51.4706,-0.461941,22.308901,113.915001,3,0,9630.801601
Hong Kong,United Kingdom,Hong Kong International Airport,London Heathrow Airport,22.308901,113.915001,51.4706,-0.461941,3,0,9630.801601
Japan,France,Kansai International Airport,Charles de Gaulle International Airport,34.4272995,135.2440033,49.012798,2.55,1,0,9625.578956
France,Japan,Charles de Gaulle International Airport,Kansai International Airport,49.012798,2.55,34.4272995,135.2440033,1,0,9625.578956
United States,South Korea,Los Angeles International Airport,Incheon International Airport,33.94250107,-118.4079971,37.46910095,126.4509964,5,0,9625.47318
South Korea,United States,Incheon International Airport,Los Angeles International Airport,37.46910095,126.4509964,33.94250107,-118.4079971,5,0,9625.47318
United States,Germany,Los Angeles International Airport,Munich Airport,33.94250107,-118.4079971,48.353802,11.7861,2,0,9615.800967
Germany,United States,Munich Airport,Los Angeles International Airport,48.353802,11.7861,33.94250107,-118.4079971,2,0,9615.800967
Brazil,Switzerland,Guarulhos - Governador André Franco Montoro International Airport,Zürich Airport,-23.43555641,-46.47305679,47.464699,8.54917,1,0,9608.992673
Switzerland,Brazil,Zürich Airport,Guarulhos - Governador André Franco Montoro International Airport,47.464699,8.54917,-23.43555641,-46.47305679,1,0,9608.992673
Japan,Switzerland,Narita International Airport,Zürich Airport,35.76470184,140.3860016,47.464699,8.54917,2,0,9594.609356
Switzerland,Japan,Zürich Airport,Narita International Airport,47.464699,8.54917,35.76470184,140.3860016,2,0,9594.609356
Taiwan,Canada,Taiwan Taoyuan International Airport,Vancouver International Airport,25.0777,121.233002,49.19390106,-123.1839981,2,0,9591.679293
Canada,Taiwan,Vancouver International Airport,Taiwan Taoyuan International Airport,49.19390106,-123.1839981,25.0777,121.233002,2,0,9591.679293
United Kingdom,Japan,London Heathrow Airport,Narita International Airport,51.4706,-0.461941,35.76470184,140.3860016,4,0,9591.523649
Japan,United Kingdom,Narita International Airport,London Heathrow Airport,35.76470184,140.3860016,51.4706,-0.461941,4,0,9591.523649
United Kingdom,Japan,London Heathrow Airport,Tokyo Haneda International Airport,51.4706,-0.461941,35.552299,139.779999,4,0,9591.485022
Japan,United Kingdom,Tokyo Haneda International Airport,London Heathrow Airport,35.552299,139.779999,51.4706,-0.461941,4,0,9591.485022
Hong Kong,France,Hong Kong International Airport,Charles de Gaulle International Airport,22.308901,113.915001,49.012798,2.55,3,0,9590.058176
France,Hong Kong,Charles de Gaulle International Airport,Hong Kong International Airport,49.012798,2.55,22.308901,113.915001,3,0,9590.058176
Russia,Cuba,Domodedovo International Airport,Juan Gualberto Gomez International Airport,55.40879822,37.90629959,23.03440094,-81.43530273,1,0,9586.088984
Cuba,Russia,Juan Gualberto Gomez International Airport,Domodedovo International Airport,23.03440094,-81.43530273,55.40879822,37.90629959,1,0,9586.088984
Japan,Italy,Narita International Airport,Venice Marco Polo Airport,35.76470184,140.3860016,45.505299,12.3519,1,0,9583.424676
Italy,Japan,Venice Marco Polo Airport,Narita International Airport,45.505299,12.3519,35.76470184,140.3860016,1,0,9583.424676
United Kingdom,Thailand,London Heathrow Airport,Suvarnabhumi Airport,51.4706,-0.461941,13.68109989,100.7470016,4,0,9577.981013
Thailand,United Kingdom,Suvarnabhumi Airport,London Heathrow Airport,13.68109989,100.7470016,51.4706,-0.461941,4,0,9577.981013
Russia,Cuba,Sheremetyevo International Airport,José Martí International Airport,55.972599,37.4146,22.98920059,-82.40910339,2,0,9577.279319
Cuba,Russia,José Martí International Airport,Sheremetyevo International Airport,22.98920059,-82.40910339,55.972599,37.4146,2,0,9577.279319
Brazil,Germany,Rio Galeão – Tom Jobim International Airport,Frankfurt am Main Airport,-22.80999947,-43.25055695,50.033333,8.570556,2,0,9568.420992
Germany,Brazil,Frankfurt am Main Airport,Rio Galeão – Tom Jobim International Airport,50.033333,8.570556,-22.80999947,-43.25055695,2,0,9568.420992
Brazil,Netherlands,Rio Galeão – Tom Jobim International Airport,Amsterdam Airport Schiphol,-22.80999947,-43.25055695,52.308601,4.76389,1,0,9559.690675
Netherlands,Brazil,Amsterdam Airport Schiphol,Rio Galeão – Tom Jobim International Airport,52.308601,4.76389,-22.80999947,-43.25055695,1,0,9559.690675
Thailand,New Zealand,Suvarnabhumi Airport,Auckland International Airport,13.68109989,100.7470016,-37.0080986,174.7920074,2,0,9555.379145
New Zealand,Thailand,Auckland International Airport,Suvarnabhumi Airport,-37.0080986,174.7920074,13.68109989,100.7470016,2,0,9555.379145
United States,Japan,Minneapolis-St Paul International/Wold-Chamberlain Airport,Narita International Airport,44.882,-93.221802,35.76470184,140.3860016,1,0,9552.888708
Japan,United States,Narita International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,35.76470184,140.3860016,44.882,-93.221802,1,0,9552.888708
Netherlands,Ecuador,Amsterdam Airport Schiphol,Mariscal Sucre International Airport,52.308601,4.76389,-0.129166667,-78.3575,2,0,9551.998749
Mexico,Germany,Licenciado Benito Juarez International Airport,Frankfurt am Main Airport,19.4363,-99.072098,50.033333,8.570556,1,0,9551.971692
Germany,Mexico,Frankfurt am Main Airport,Licenciado Benito Juarez International Airport,50.033333,8.570556,19.4363,-99.072098,1,0,9551.971692
United States,Switzerland,Los Angeles International Airport,Zürich Airport,33.94250107,-118.4079971,47.464699,8.54917,2,0,9534.099223
Switzerland,United States,Zürich Airport,Los Angeles International Airport,47.464699,8.54917,33.94250107,-118.4079971,2,0,9534.099223
Russia,United States,Domodedovo International Airport,George Bush Intercontinental Houston Airport,55.40879822,37.90629959,29.9843998,-95.34140015,2,0,9532.440518
United States,Russia,George Bush Intercontinental Houston Airport,Domodedovo International Airport,29.9843998,-95.34140015,55.40879822,37.90629959,2,0,9532.440518
Peru,Spain,Jorge Chávez International Airport,Adolfo Suárez Madrid–Barajas Airport,-12.0219,-77.114305,40.471926,-3.56264,3,0,9526.187448
Spain,Peru,Adolfo Suárez Madrid–Barajas Airport,Jorge Chávez International Airport,40.471926,-3.56264,-12.0219,-77.114305,3,0,9526.187448
United Kingdom,China,London Heathrow Airport,Guangzhou Baiyun International Airport,51.4706,-0.461941,23.39240074,113.2990036,1,0,9495.835464
China,United Kingdom,Guangzhou Baiyun International Airport,London Heathrow Airport,23.39240074,113.2990036,51.4706,-0.461941,1,0,9495.835464
